symbol,company_name,raw_sector,raw_industry,business_desc,suggested_group_id,confidence_score,review_reason
BLISSGVS,Bliss GVS Pharma Limited,Market Leaders,Unclassified,,,0.00,no_match
SANGHIIND,Sanghi Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
SANSTAR,Sanstar Limited,Market Leaders,Unclassified,,,0.00,no_match
EXPLEOSOL,Expleo Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
DAMCAPITAL,Dam Capital Advisors Limited,Market Leaders,Unclassified,,,0.00,no_match
ARMANFIN,Arman Financial Services Limited,Market Leaders,Unclassified,,,0.00,no_match
ARIHANTSUP,Arihant Superstructures Limited,Market Leaders,Unclassified,,,0.00,no_match
RAMASTEEL,Rama Steel Tubes Limited,Market Leaders,Unclassified,,,0.00,no_match
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
RAJOOENG,Rajoo Engineers Limited,Market Leaders,Unclassified,,,0.00,no_match
STANLEY,Stanley Lifestyles Limited,Market Leaders,Unclassified,,,0.00,no_match
MUFIN,Mufin Green Finance Limited,Market Leaders,Unclassified,,,0.00,no_match
JNKINDIA,JNK India Limited,Market Leaders,Unclassified,,,0.00,no_match
TARSONS,Tarsons Products Limited,Market Leaders,Unclassified,,,0.00,no_match
HIMATSEIDE,Himatsingka Seide Limited,Market Leaders,Unclassified,,,0.00,no_match
SOLEX,Solex Energy Limited,Market Leaders,Unclassified,,,0.00,no_match
UDS,Updater Services Limited,Market Leaders,Unclassified,,,0.00,no_match
SYNCOMF,Syncom Formulations (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
IGARASHI,Igarashi Motors India Limited,Market Leaders,Unclassified,,,0.00,no_match
TINNARUBR,Tinna Rubber and Infrastructure Limited,Market Leaders,Unclassified,,,0.00,no_match
GREENPOWER,Orient Green Power Company Limited,Market Leaders,Unclassified,,,0.00,no_match
AIMTRON,Aimtron Electronics Limited,Market Leaders,Unclassified,,,0.00,no_match
SHANTIGOLD,Shanti Gold International Limited,Market Leaders,Unclassified,,,0.00,no_match
MASTERTR,Master Trust Limited,Market Leaders,Unclassified,,,0.00,no_match
IKIO,IKIO Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
AWHCL,Antony Waste Handling Cell Limited,Market Leaders,Unclassified,,,0.00,no_match
STALLION,Stallion India Fluorochemicals Limited,Market Leaders,Unclassified,,,0.00,no_match
LGHL,Laxmi Goldorna House Limited,Market Leaders,Unclassified,,,0.00,no_match
OMAXE,Omaxe Limited,Market Leaders,Unclassified,,,0.00,no_match
SHRIRAMPPS,Shriram Properties Limited,Market Leaders,Unclassified,,,0.00,no_match
IVALUE,Ivalue Infosolutions Limited,Market Leaders,Unclassified,,,0.00,no_match
FINKURVE,Finkurve Financial Services Limited,Market Leaders,Unclassified,,,0.00,no_match
QUADFUTURE,Quadrant Future Tek Limited,Market Leaders,Unclassified,,,0.00,no_match
PLATIND,Platinum Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
ORIENTTECH,Orient Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
ANDHRAPAP,ANDHRA PAPER LIMITED,Market Leaders,Unclassified,,,0.00,no_match
SALASAR,Salasar Techno Engineering Limited,Market Leaders,Unclassified,,,0.00,no_match
SMCGLOBAL,Smc Global Securities Limited,Market Leaders,Unclassified,,,0.00,no_match
CENTRUM,Centrum Capital Limited,Market Leaders,Unclassified,,,0.00,no_match
DOLATALGO,Dolat Algotech Limited,Market Leaders,Unclassified,,,0.00,no_match
NIITLTD,NIIT Limited,Market Leaders,Unclassified,,,0.00,no_match
GPTINFRA,GPT Infraprojects Limited,Market Leaders,Unclassified,,,0.00,no_match
BIRLANU,BirlaNu Limited,Market Leaders,Unclassified,,,0.00,no_match
RISHABH,Rishabh Instruments Limited,Market Leaders,Unclassified,,,0.00,no_match
ASIANENE,Asian Energy Services Limited,Market Leaders,Unclassified,,,0.00,no_match
GANDHAR,Gandhar Oil Refinery (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
BAJAJHCARE,Bajaj Healthcare Limited,Market Leaders,Unclassified,,,0.00,no_match
PARACABLES,Paramount Communications Limited,Market Leaders,Unclassified,,,0.00,no_match
VPRPL,Vishnu Prakash R Punglia Limited,Market Leaders,Unclassified,,,0.00,no_match
SALZERELEC,Salzer Electronics Limited,Market Leaders,Unclassified,,,0.00,no_match
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
SIGACHI,Sigachi Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
INFOBEAN,InfoBeans Techno. Ltd.,Market Leaders,Unclassified,,,0.00,no_match
BLKASHYAP,B. L. Kashyap and Sons Limited,Market Leaders,Unclassified,,,0.00,no_match
SPORTKING,Sportking India Limited,Market Leaders,Unclassified,,,0.00,no_match
GODAVARIB,Godavari Biorefineries Limited,Market Leaders,Unclassified,,,0.00,no_match
JARO,Jaro Institute of Technology Management and Research Limited,Market Leaders,Unclassified,,,0.00,no_match
SURAJEST,Suraj Estate Developers Limited,Market Leaders,Unclassified,,,0.00,no_match
UNIECOM,Unicommerce Esolutions Limited,Market Leaders,Unclassified,,,0.00,no_match
MADRASFERT,Madras Fertilizers Limited,Market Leaders,Unclassified,,,0.00,no_match
HARIOMPIPE,Hariom Pipe Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
SHANKARA,Shankara Building Products Limited,Market Leaders,Unclassified,,building_products,0.32,low_keyword_confidence
GNA,GNA Axles Limited,Market Leaders,Unclassified,,,0.00,no_match
RIIL,Reliance Industrial Infrastructure Limited,Market Leaders,Unclassified,,,0.00,no_match
VMARCIND,V Marc India Limited,Market Leaders,Unclassified,,,0.00,no_match
TAC,TAC Infosec Limited,Market Leaders,Unclassified,,,0.00,no_match
RGL,Renaissance Global Limited,Market Leaders,Unclassified,,,0.00,no_match
SIGNPOST,Signpost India Limited,Market Leaders,Unclassified,,,0.00,no_match
BALAJITELE,Balaji Telefilms Limited,Market Leaders,Unclassified,,,0.00,no_match
ATULAUTO,Atul Auto Limited,Market Leaders,Unclassified,,,0.00,no_match
AGARIND,Agarwal Industrial Corporation Limited,Market Leaders,Unclassified,,,0.00,no_match
DIFFNKG,Diffusion Engineers Limited,Market Leaders,Unclassified,,,0.00,no_match
ONEPOINT,One Point One Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
RICOAUTO,Rico Auto Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
AURUM,Aurum PropTech Limited,Market Leaders,Unclassified,,,0.00,no_match
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Market Leaders,Unclassified,,consumer_electronics_appliances,0.25,low_keyword_confidence
MICEL,Mic Electronics Limited,Market Leaders,Unclassified,,,0.00,no_match
BHARATWIRE,Bharat Wire Ropes Limited,Market Leaders,Unclassified,,,0.00,no_match
VASCONEQ,Vascon Engineers Limited,Market Leaders,Unclassified,,,0.00,no_match
WALCHANNAG,Walchandnagar Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Market Leaders,Unclassified,,,0.00,no_match
WCIL,Western Carriers (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
GPTHEALTH,GPT Healthcare Limited,Market Leaders,Unclassified,,,0.00,no_match
IRMENERGY,IRM Energy Limited,Market Leaders,Unclassified,,,0.00,no_match
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Market Leaders,Unclassified,,,0.00,no_match
MEIL,Mangal Electrical Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
GTPL,GTPL Hathway Limited,Market Leaders,Unclassified,,,0.00,no_match
TBZ,Tribhovandas Bhimji Zaveri Limited,Market Leaders,Unclassified,,,0.00,no_match
BAJAJINDEF,Indef Manufacturing Limited,Market Leaders,Unclassified,,,0.00,no_match
STLNETWORK,STL Networks Limited,Market Leaders,Unclassified,,,0.00,no_match
ARISINFRA,Arisinfra Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
CONTROLPR,Control Print Limited,Market Leaders,Unclassified,,,0.00,no_match
JINDALPHOT,Jindal Photo Limited,Market Leaders,Unclassified,,,0.00,no_match
ELECTHERM,Electrotherm (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
ABINFRA,A B Infrabuild Limited,Market Leaders,Unclassified,,,0.00,no_match
KROSS,Kross Limited,Market Leaders,Unclassified,,,0.00,no_match
ZUARI,Zuari Agro Chemicals Limited,Market Leaders,Unclassified,,,0.00,no_match
KELLTONTEC,Kellton Tech Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
RACLGEAR,RACL Geartech Limited,Market Leaders,Unclassified,,,0.00,no_match
BLUSPRING,Bluspring Enterprises Limited,Market Leaders,Unclassified,,,0.00,no_match
BCLIND,Bcl Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
NELCAST,Nelcast Limited,Market Leaders,Unclassified,,,0.00,no_match
EIMCOELECO,Eimco Elecon (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
MEGASOFT,Megasoft Limited,Market Leaders,Unclassified,,,0.00,no_match
STERTOOLS,Sterling Tools Limited,Market Leaders,Unclassified,,,0.00,no_match
GEMAROMA,Gem Aromatics Limited,Market Leaders,Unclassified,,,0.00,no_match
EXCELSOFT,Excelsoft Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
IZMO,IZMO Limited,Market Leaders,Unclassified,,,0.00,no_match
ANTELOPUS,Antelopus Selan Energy Limited,Market Leaders,Unclassified,,,0.00,no_match
MATRIMONY,Matrimony.Com Limited,Market Leaders,Unclassified,,,0.00,no_match
PDMJEPAPER,Pudumjee Paper Products Limited,Market Leaders,Unclassified,,,0.00,no_match
OMINFRAL,OM INFRA LIMITED,Market Leaders,Unclassified,,,0.00,no_match
VIDYAWIRES,Vidya Wires Limited,Market Leaders,Unclassified,,,0.00,no_match
MAMATA,Mamata Machinery Limited,Market Leaders,Unclassified,,,0.00,no_match
ESTER,Ester Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
TNPL,Tamil Nadu Newsprint & Papers Limited,Market Leaders,Unclassified,,,0.00,no_match
GANESHCP,Ganesh Consumer Products Limited,Market Leaders,Unclassified,,,0.00,no_match
ARIHANTCAP,Arihant Capital Markets Limited,Market Leaders,Unclassified,,,0.00,no_match
SCODATUBES,Scoda Tubes Limited,Market Leaders,Unclassified,,,0.00,no_match
INDOFARM,Indo Farm Equipment Limited,Market Leaders,Unclassified,,,0.00,no_match
CEWATER,Concord Enviro Systems Limited,Market Leaders,Unclassified,,ems_electronics_manufacturing,0.31,low_keyword_confidence
RADHIKAJWE,Radhika Jeweltech Limited,Market Leaders,Unclassified,,,0.00,no_match
NDTV,New Delhi Television Limited,Market Leaders,Unclassified,,,0.00,no_match
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,Market Leaders,Unclassified,,,0.00,no_match
AEROENTER,Aeroflex Enterprises Limited,Market Leaders,Unclassified,,,0.00,no_match
DHARMAJ,Dharmaj Crop Guard Limited,Market Leaders,Unclassified,,,0.00,no_match
BHARATSE,Bharat Seats Limited,Market Leaders,Unclassified,,,0.00,no_match
DENTA,Denta Water and Infra Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
SAHANA,Sahana System Limited,Market Leaders,Unclassified,,,0.00,no_match
